,job_title,salary
7809,Хүний нөөцийн Ахлах ажилтан /HR Supervisor/,"2,100,000 - 2,500,000"
7810,Дэлгүүрт агуулахын нярав,"1,500,000 - 1,800,000 Тохиролцоно"
7811,Угаагч /Уурхайд/,"1,200,000 - 1,500,000"
7812,Аж ахуйн ажилтан,"1,000,000 - 1,200,000 Тохиролцоно"
7813,Байгууллага хариуцсан менежер,"1,800,000 - 2,100,000"
7814,Хүний нөөцийн менежер,"1,500,000 - 1,800,000"
7815,С ангилалтай жолооч,"1,800,000 - 2,100,000 Тохиролцоно"
7816,Эрх зүйч /Тусгай активийн албанд/,"800,000 - 1,000,000"
7817,ОФФИСЫН ҮЙЛЧЛЭГЧ,"800,000 - 1,000,000"
7818,Зайсанд гэртэй захирлын жолооч,"1,000,000 - 1,200,000"
7819,Оффист харуул,"800,000 - 1,000,000"
7820,Тооцооны нягтлан бодогч,"1,500,000 - 1,800,000"
7821,Маркетингийн менежер ажилд авна.,"1,200,000 - 1,500,000"
7822,Цахилгааны инженер,"1,800,000 - 2,100,000 Тохиролцоно"
7823,Өрмийн цахилгаан механик-Уурхайд,"2,100,000 - 2,500,000"
7824,Үл Хөдлөх Хөрөнгө Зуучлагч сургаж ажилд авна,"2,100,000 - 2,500,000"
7825,Талбайн Инженер /Field Engineer - E/I /,"2,500,000 - 3,000,000"
7826,Цахилгаанчин,"1,200,000 - 1,500,000"
7827,Худалдааны төлөөлөгч-Ривер Гарден салбар,"1,500,000 - 1,800,000"
7828,Мэдээллийн оператор /EGPS Data Operator/,"2,100,000 - 2,500,000"
7829,Цахилгааны инженер,"1,500,000 - 1,800,000"
7830,Төлөвлөлтийн ажилтан,"1,800,000 - 2,100,000 Тохиролцоно"
7831,Зээлийн ажилтан (Сонгинохайрхан салбар),"1,200,000 - 1,500,000"
7832,Хятад хэлний орчуулагч,"1,800,000 - 2,100,000"
7833,ХАБЭА-н ажилтан/Өмнөговь,"2,100,000 - 2,500,000 Тохиролцоно"
7834,Highland Park Member Club,"1,000,000 - 1,200,000"
7835,Төлөвлөлтийн ажилтан /Discipline Workface/,"2,500,000 - 3,000,000 Тохиролцоно"
7836,Нягтлан бодогч,"1,800,000 - 2,100,000"
7837,Борлуулалтын ажилтан,"1,500,000 - 1,800,000"
7838,Тоглоом хөгжүүлэгч / Game Developer,"1,800,000 - 2,100,000"
7839,Хянагч судлаач,"1,000,000 - 1,200,000"
7840,Дата оператор,"2,100,000 - 2,500,000"
7841,Дүрс оношилгооны эмч яаралтай ажилд авна,"2,100,000 - 2,500,000"
7842,Эм зүйч авна,"1,200,000 - 1,500,000"
7843,Даатгалын менежер,"1,000,000 - 1,200,000"
7844,Автын засварчин,"1,500,000 - 1,800,000"
7845,НЯГТЛАН БОДОХ БҮРТГЭЛИЙН МЭРГЭЖИЛТЭН,"1,200,000 - 1,500,000"
7846,Лабораторийн эмч,"1,000,000 - 1,200,000"
7847,Гагнуурчин,"2,100,000 - 2,500,000"
7848,БАГАЖНЫ НЯРАВ /Алтны шороон орд,"1,500,000 - 1,800,000"
7849,Ээлжээр ажиллах Шүдний эмч ажилд авна.,"2,500,000 - 3,000,000"
7850,ХАМГААЛАГЧ /Алтны шороон орд/,"1,000,000 - 1,200,000"
7851,АВТОБУСНЫ ЖОЛООЧ/ Алтны шороон орд,"1,800,000 - 2,100,000"
7852,ХАНГАМЖИЙН МЭРГЭЖИЛТЭН /оффист,"1,800,000 - 2,100,000"
7853,ХАМГААЛАЛТЫН АХЛАХ /Алтны шороон орд,"1,500,000 - 1,800,000"
7854,Туслах ажилтан,"1,200,000 - 1,500,000"
7855,УУЛЫН МАСТЕР/Алтны шороон орд,"2,500,000 - 3,000,000"
7856,НЯГТЛАН БОДОГЧ  /Алтны шороон орд,"1,800,000 - 2,100,000"
7857,ЦАХИЛГААНЧИН АЖИЛД АВНА,"1,500,000 - 1,800,000"
7858,Нягтлан бодох бүртгэл,"1,800,000 - 2,100,000 Тохиролцоно"
7859,ЦАХИЛГААНЧИН АЖИЛД АВНА,"1,500,000 - 1,800,000"
7860,ХАНГАМЖИЙН МЭРГЭЖИЛТЭН /оффист,"1,800,000 - 2,100,000"
7861,ГАГНУУРЧИН /Алтны шороон орд,"1,800,000 - 2,100,000"
7862,ХӨРӨНГИЙН МЕНЕЖЕР,"1,800,000 - 2,100,000"
7863,"ЗАСВАРЫН МЕХАНИК  /А, В / Алтны шороон орд","2,100,000 - 2,500,000"
7864,"ЗАСВАРЫН МЕХАНИК C,D /Алтны шороон орд","1,800,000 - 2,100,000"
7865,УАУ-ны их эмч,"1,800,000 - 2,100,000"
7866,"ЗАСВАРЫН МЕХАНИК C,D /Алтны шороон орд","1,800,000 - 2,100,000"
7867,Архитектор,"1,800,000 - 2,100,000"
7868,ӨРМИЙН ТУСЛАХ /УКС-22/,"1,500,000 - 1,800,000"
7869,Борлуулалтын жолооч туслах,"1,200,000 - 1,500,000 Тохиролцоно"
7870,График Дизайнер ажилд авна. / Цалин өндөр /,"2,100,000 - 2,500,000"
7871,"Гэрээ, эрх зүйн менежер","1,500,000 - 1,800,000"
7872,Касс худалдааны зөвлөх /эрэгтэй/,"1,500,000 - 1,800,000"
7873,Агуулахын туслах ажилтан,"1,200,000 - 1,500,000"
7874,ӨРМИЙН  МАСТЕР /УКС-22/,"2,100,000 - 2,500,000"
7875,Маркетингийн менежер ажилд авна. Цалин өндөр,"1,800,000 - 2,100,000"
7876,Сэрээт ачигчийн оператор,"1,000,000 - 1,200,000 Тохиролцоно"
7877,Монгол хэлний Редактор,"1,200,000 - 1,500,000"
7878,Рентген техникч,"1,200,000 - 1,500,000"
7879,CAT-773 оператор,"1,500,000 - 1,800,000"
7880,ГАГНУУРЧИН,"1,800,000 - 2,100,000"
7881,АВТЫН ЦАХИЛГААНЧИН,"1,800,000 - 2,100,000"
7882,ХАБЭА-н инженер,"1,500,000 - 1,800,000 Тохиролцоно"
7883,Нягтлан бодогч,"1,500,000 - 1,800,000"
7884,Гаалийн бүрдүүлэгч,"2,100,000 - 2,500,000"
7885,Суурилуулалтын ажилтан,"1,200,000 - 1,500,000"
7886,Механик,"1,500,000 - 1,800,000"
7887,Геодезийн инженер,"2,100,000 - 2,500,000"
7888,АВТО КРАНЫ ОПЕРАТОР (УБ хотод),"2,100,000 - 2,500,000"
7889,Краны оператор /Ростероор/,"2,500,000 - 3,000,000"
7890,Техник хяналтын мэргэжилтэн,"2,500,000 - 3,000,000 Тохиролцоно"
7891,Сэлбэгийн нярав,"1,500,000 - 1,800,000"
7892,Нягтлан,"2,100,000 - 2,500,000"
7893,Касс,"1,200,000 - 1,500,000"
7894,Ачигч,"800,000 - 1,000,000"
7895,Аж ахуй хариуцсан менежер,"1,200,000 - 1,500,000"
7896,Иогийн багш,"800,000 - 1,000,000 Тохиролцоно"
7897,Архитектор,"1,000,000 - 1,200,000"
7898,СУРГАЛТЫН МЕНЕЖЕР АЖИЛД АВНА. /Бага анги/,"2,100,000 - 2,500,000"
7899,БАРИЛГЫН НЯРАВ АЖИЛД АВНА,"1,500,000 - 1,800,000"
7900,Дуудлагын төвийн оператор,"1,000,000 - 1,200,000"
7901,БИЗНЕС ХӨГЖЛИЙН МЕНЕЖЕР /ТЭСО ФҮҮДС ХХК/,"2,500,000 - 3,000,000"
7902,МАРКЕТИНГИЙН АЛБАНЫ ДАРГА /ТЭСО ФҮҮДС ХХК/,"2,500,000 - 3,000,000"
7903,Эм зүйч,"1,200,000 - 1,500,000"
7904,Төслийн борлуулалтын менежер сургаж ажилд авна.,"1,500,000 - 1,800,000"
7905,ДЭВТЭРЛЭГЧ /СУРГАЖ АЖИЛД АВНА/,"800,000 - 1,000,000"
7906,Цахилгааны инженер/Зураг,"1,200,000 - 1,500,000 Тохиролцоно"
7907,Ерөнхий тогооч,"2,100,000 - 2,500,000"
7908,Барилгын талбайн инженер,"1,500,000 - 1,800,000 Тохиролцоно"
7909,ТАВИЛГА УГСРАГЧ /сургаж авна/,"1,200,000 - 1,500,000"
7910,Нярав,"1,200,000 - 1,500,000"
7911,ХҮНИЙ НӨӨЦИЙН МЕНЕЖЕР,"1,500,000 - 1,800,000 Тохиролцоно"
7912,ОЛОН УЛСЫН БАЙГУУЛЛАГАД АГЕНТ СУРГАЖ АЖИЛД АВНА,"5,000,000 -ааc дээш"
7913,ҮЙЛ АЖИЛЛАГАА ХАРИУЦСАН ОФФИС МЕНЕЖЕР,"1,200,000 - 1,500,000"
7914,Бараа өрөлтийн ажилтан/ МЕРЧИНДАЙЗЕР,"1,000,000 - 1,200,000"
7915,ХАБЭАБО-ны асуудал хариуцсан менежер,"2,500,000 - 3,000,000"
7916,СОШИАЛ МАРКЕТИНГИЙН МЕНЕЖЕР,"1,500,000 - 1,800,000"
7917,Ахлах Тогооч,"2,100,000 - 2,500,000 Тохиролцоно"
7918,мужааны туслах,"1,200,000 - 1,500,000 Тохиролцоно"
7919,"Химийн бодисны судалгааны менежер, англи хэлтэй","1,200,000 - 1,500,000"
7920,Авто машин борлуулагч яаралтай ажилд авна.,"1,000,000 - 1,200,000 Тохиролцоно"
7921,Нярав /ХУД/,"1,500,000 - 1,800,000"
7922,Ерөнхий нягтлан бодогч,"1,800,000 - 2,100,000"
7923,Үйлчилгээний ажилтан,"1,000,000 - 1,200,000"
7924,Халууны тогооч,"1,200,000 - 1,500,000"
7925,Хөдөлгөөн хяналтын ажилтан (Эн Ти Би ХХК),"1,000,000 - 1,200,000"
7926,Индүүчин,"1,000,000 - 1,200,000"
7927,грейдер оператор,"1,800,000 - 2,100,000 Тохиролцоно"
7928,ХҮЛЭЭН АВАЛТ ХАРИУЦСАН АХЛАХ АЖИЛТАН (ОТ төсөл),"2,100,000 - 2,500,000 Тохиролцоно"
7929,Тусгай активын албаны дарга,"3,000,000 - 4,000,000"
7930,Худалдааны зөвлөх,"1,000,000 - 1,200,000"
7931,"ТООЦООНЫ НЯГТЛАН БОДОГЧ (Худалдаа, үйлчилгээ)","2,500,000 - 3,000,000 Тохиролцоно"
7932,Sales Coordinator,"1,800,000 - 2,100,000"
7933,Гал тогооны угаагч (Үндсэн),"1,200,000 - 1,500,000"
7934,Тогооч- Цагийн ажилтан,"1,200,000 - 1,500,000 Тохиролцоно"
7935,Accountant,"2,100,000 - 2,500,000"
7936,Дотор заслын МУЖААН ажилд авна,"2,100,000 - 2,500,000"
7937,Эмч төлөөлөгч,"1,200,000 - 1,500,000"
7938,Ээлжийн менежер /Рийч Пойнт/,"1,200,000 - 1,500,000"
7939,Залуучуудын хөтөлбөрийн ажилтан,"1,000,000 - 1,200,000"
7940,Оёдолчин,"1,000,000 - 1,200,000"
7941,Мэдрэлийн их эмч,"1,500,000 - 1,800,000"
7942,Гагнуурчин,"1,800,000 - 2,100,000"
7943,"Админ, хүний нөөцийн туслах","1,500,000 - 1,800,000"
7944,"Түлш,аж ахуйн нярав","1,500,000 - 1,800,000"
7945,ХҮНИЙ НӨӨЦИЙН МЕНЕЖЕР,"1,500,000 - 1,800,000"
7946,"Түлш,аж ахуйн нярав","1,500,000 - 1,800,000"
7947,Англи хэлний багш,"1,200,000 - 1,500,000"
7948,Ажлын 2 өдөртэй Хятад хэлтэй бараа захиалах хүн,"1,200,000 - 1,500,000 Тохиролцоно"
7949,СУПЕРВАЙЗЕР,"1,800,000 - 2,100,000 Тохиролцоно"
7950,Сантехникийн засварчин,"1,500,000 - 1,800,000"
7951,Сантехникийн инженер,"2,100,000 - 2,500,000"
7952,МАШИН ҮЙЛДВЭРЛЭЛИЙН ОПЕРАТОР цахилгаанчин/гагнуурч,"1,800,000 - 2,100,000"
7953,МАШИН ҮЙЛДВЭРЛЭЛИЙН ИНЖЕНЕР,"2,500,000 - 3,000,000"
7954,МАРКЕТИНГИЙН МЭРГЭЖИЛТЭН,"1,500,000 - 1,800,000"
7955,ОТ Цахилгааны ахлах инженер /Superintendent/ (UES),"2,500,000 - 3,000,000"
7956,Тэнгэр бөөний төвд Худалдааны зөвлөх,"1,200,000 - 1,500,000"
7957,ХАБЭАБО-НЫ МЭРГЭЖИЛТЭН,"2,100,000 - 2,500,000"
7958,Элсэлт хариуцсан менежер ажилд авна. Цалин өндөр.,"1,500,000 - 1,800,000"
7959,Human Resources Manager,"2,100,000 - 2,500,000"
7960,Тооцооны нягтлан бодогч /хятад хэлтэй/,"2,500,000 - 3,000,000"
7961,ХАБЭА-н ажилтан,"2,500,000 - 3,000,000"
7962,Эмч-Эрүүл ахуйч,"2,500,000 - 3,000,000"
7963,ХУДАЛДАН АВАЛТЫН АХЛАХ МЕНЕЖЕР / МИЛКО ХХК/,"1,800,000 - 2,100,000"
7964,Хово 371 автосамосвалын оператор,"1,500,000 - 1,800,000"
7965,Харилцагчийн тооцооны ажилтан,"1,500,000 - 1,800,000"
7966,ХАБЭА-н ажилтан,"2,500,000 - 3,000,000"
7967,Тооцооны нягтлан бодогч,"1,500,000 - 1,800,000"
7968,Харилцагчийн менежер,"1,500,000 - 1,800,000"
7969,Автын засварчин,"1,200,000 - 1,500,000"
7970,Архитектур,"1,200,000 - 1,500,000"
7971,ХҮНИЙ НӨӨЦИЙН АЛБАНЫ ДАРГА,"3,000,000 - 4,000,000"
7972,Борлуулалтын менежер,"1,000,000 - 1,200,000"
7973,"Гадаад харилцааны ажилтан англи, хятад хэлтэй","2,500,000 - 3,000,000"
7974,Хэвлэлийн үйлдвэрт захиалгын менежер,"1,200,000 - 1,500,000"
7975,"Худалдан авалтын ажилтан /хятад хэлтэй, эрэгтэй/","1,500,000 - 1,800,000"
7976,Шүдний эмч -Харилцагч хариуцсан менежер,"1,200,000 - 1,500,000 Тохиролцоно"
7977,Худалдааны зөвлөх,"1,200,000 - 1,500,000"
7978,ХҮНИЙ НӨӨЦИЙН МЕНЕЖЕР /БЗД-т/,"1,800,000 - 2,100,000"
7979,МАРКЕТИНГИЙН АЛБАНЫ ДАРГА /СХД-т/,"3,000,000 - 4,000,000"
7980,Автосамосвалын жолооч,"1,800,000 - 2,100,000"
7981,Сошиал маркетингийн менежер,"2,100,000 - 2,500,000"
7982,Мэргэжилтэн,"1,500,000 - 1,800,000"
7983,Эрүүл ахуйч,"2,100,000 - 2,500,000"
7984,Автын цахилгаанчин /Дизайн салбар/,"1,200,000 - 1,500,000"
7985,Хүний нөөцийн менежер,"2,100,000 - 2,500,000"
7986,Оффис менежер,"1,800,000 - 2,100,000 Тохиролцоно"
7987,ЕРӨНХИЙ МЕНЕЖЕР,"2,500,000 - 3,000,000"
7988,Мерчиндайзер,"1,200,000 - 1,500,000"
7989,"МАРКЕТИНГ, БОРЛУУЛАЛТЫН АЛБАНЫ МЕНЕЖЕР","1,800,000 - 2,100,000"
7990,Талбайн инженер,"1,800,000 - 2,100,000"
7991,ХӨРӨНГИЙН МЕНЕЖМЕНТИЙН ГАЗАРТ АХЛАХ МЕНЕЖЕР,"2,100,000 - 2,500,000"
7992,ЭСГҮҮРЧИН -ОГТОЛГООЧИН,"1,800,000 - 2,100,000"
7993,Нягтлан бодогч,"2,500,000 - 3,000,000"
7994,АВТОБУСНЫ ЖОЛООЧ/ Алтны шороон орд,"1,800,000 - 2,100,000"
7995,Үйлчлэгч (1),"800,000 - 1,000,000"
7996,Оператор /ЗХҮ/ (2),"1,000,000 - 1,200,000"
7997,Дэвтэрлэгч /ЗХҮ/ (4),"1,000,000 - 1,200,000"
7998,Холбоо дохиоллын зургийн инженер,"1,000,000 - 1,200,000"
7999,ХҮНИЙ НӨӨЦИЙН МЕНЕЖЕР /ХООЛ ҮЙЛДВЭРЛЭЛИЙН САЛБАРТ/,"1,200,000 - 1,500,000"
8000,ХАБЭА-н менежер,"1,800,000 - 2,100,000"
8001,Нярав,"1,200,000 - 1,500,000"
8002,IT систем хариуцсан менежер,"2,500,000 - 3,000,000"
8003,Олон Улсын Улаанбаатарын их сургуульд сантехникч,"1,000,000 - 1,200,000"
8004,Брэнд менежер,"1,800,000 - 2,100,000 Тохиролцоно"
8005,Цахилгааны инженер / Цахилгаанчин,"1,800,000 - 2,100,000"
8006,ХУДАЛДААНЫ ТӨЛӨӨЛӨГЧ /БАЯНЗҮРХТ ГЭРТЭЙ/,"1,800,000 - 2,100,000"
8007,ТЭЭВРИЙН МЕНЕЖЕР /ОРОС ХЭЛТЭЙ/,"1,500,000 - 1,800,000"
8008,Хүний нөөцийн мэргэжилтэн,"2,500,000 - 3,000,000"
8009,автозамын инженер,"2,500,000 - 3,000,000"
8010,Тооцооны нягтлан бодогч- 2 хүн /хүнс үйлдвэрлэл/,"1,500,000 - 1,800,000"
8011,Сантехникч ажилд авна,"1,200,000 - 1,500,000 Тохиролцоно"
8012,НЯГТЛАН БОДОГЧ-АДМИН 15/15,"1,500,000 - 1,800,000"
8013,МАРКЕТИНГ МЕНЕЖЕР,"1,500,000 - 1,800,000"
8014,ХАБЭА-н ажилтан,"2,100,000 - 2,500,000"
8015,Хуульч таныг ажилд урьж байна.,"1,500,000 - 1,800,000"
8016,ҮЙЛДВЭРИЙН ТУСЛАХ АЖИЛТАН,"1,200,000 - 1,500,000"
8017,Авто засварчин,"1,500,000 - 1,800,000"
8018,Төлөвлөлтийн менежер,"2,100,000 - 2,500,000"
8019,Барилгын инженер,"2,100,000 - 2,500,000"
8020,Борлуулалтын нягтлан бодогч,"1,200,000 - 1,500,000"
8021,Борлуулалтын албаны менежер,"1,500,000 - 1,800,000"
8022,ХАБЭА ажилтан,"1,800,000 - 2,100,000 Тохиролцоно"
8023,тэсэлгээчин /ил уурхай/,"1,500,000 - 1,800,000 Тохиролцоно"
8024,Геодезийн инженер,"2,100,000 - 2,500,000 Тохиролцоно"
8025,Программист ажилд авна. ( C++),"5,000,000 -ааc дээш"
8026,Хяналтын оператор /эрэгтэй/,"1,000,000 - 1,200,000"
8027,Уурхайд Механик инженер ажилд авна.,"2,500,000 - 3,000,000"
8028,"В,С АНГИЛАЛТАЙ ЖОЛООЧ","1,200,000 - 1,500,000"
8029,Маркетингийн менежер,"1,500,000 - 1,800,000"
8030,Хүний нөөц,"1,800,000 - 2,100,000"
8031,Салбарын удирдлагын газрын захирал,"2,100,000 - 2,500,000 Тохиролцоно"
8032,ТУСЛАХ АУДИТОР,"1,500,000 - 1,800,000"
8033,СУРГАЛТ ХАРИУЦСАН ХҮНИЙ НӨӨЦИЙН МЕНЕЖЕР,"1,500,000 - 1,800,000"
8034,Худалдан авалтын менежер,"2,500,000 - 3,000,000"
8035,ЭМНЭЛГИЙН ТОНОГ ТӨХӨӨРӨМЖИЙН ИНЖЕНЕР,"1,500,000 - 1,800,000"
